;Nom;Commune;Type;Coord_X;Coord_Y;IsLyon;Category
663;Tennis Club du Fort-Lyon 9Ème;Lyon 9e Arrondissement;Court de tennis;4.79763;45.78914;True;Tennis
664;Saint Rambert Tennis Club;Lyon 9e Arrondissement;Court de tennis;4.81903;45.79752;True;Tennis
665;Piscine d'Ete de la Duchere;Lyon 9e Arrondissement;Bassin sportif de natation;4.79843;45.78832;True;Natation
666;Terrain Montribloud;Lyon 9e Arrondissement;Plateau EPS/Multisports/city-stades;4.7878;45.76547;True;Autres
667;Terrain du Centre Social;Lyon 9e Arrondissement;Terrain de handball;4.79277;45.78796;True;Handball
668;Jeux de Boules Les Amis de l'Instruction;Lyon 9e Arrondissement;Terrain de boules;4.79335;45.76775;True;Pétanque
669;Jeux de Boules Entente Rhodia Racing;Lyon 9e Arrondissement;Terrain de boules;4.79995;45.76755;True;Pétanque
670;Campus;Lyon 9e Arrondissement;Terrain de football;4.80848;48.7809;True;FootBall
671;Stade de la Rhodia;Lyon 9e Arrondissement;Salle de musculation/cardiotraining;4.79833;45.76475;True;Salle de sport
672;Stade de la Rhodia;Lyon 9e Arrondissement;Court de tennis;4.79861;45.76422;True;Tennis
673;Stade des 3 Gouttes;Lyon 9e Arrondissement;Terrain de basket-ball;4.82567;45.80303;True;BasketBall
674;Stade de la Duchère;Lyon 9e Arrondissement;Salle de patinage sur roulette;4.79886;45.78751;True;SkatePark
675;Stade de la Sauvagère;Lyon 9e Arrondissement;Terrain de football;4.82307;45.79491;True;FootBall
676;Ecole Primaire Hector Berlioz;Lyon 9e Arrondissement;Salle de basket;4.793235;45.764001;True;BasketBall
677;Ecole Primaire Les Fougères;Lyon 9e Arrondissement;Plateau EPS/Multisports/city-stades;4.79463;45.77882;True;Autres
727;Parc de Parilly;Bron;Plateau EPS/Multisports/city-stades;4.89669;45.72174;True;Autres
728;Parc de Parilly;Bron;Terrain de volley-ball;4.89325;45.71879;True;VolleyBall
729;Parc de Parilly;Bron;Parcours sportif/santé;4.895004;45.720449;True;Course à pied
735;7 Fitness;Bron;Salle de musculation/cardiotraining;4.931818;45.743478;True;Salle de sport
736;Stade Léo Lagrange;Bron;Terrain de football;4.92787;45.74114;True;FootBall
737;Squash Espace Évasion;Bron;Salle ou terrain de badminton;4.92698;45.7387;True;Tennis
738;Squash Espace Évasion;Bron;Salle ou terrain de squash;4.92698;45.7387;True;Tennis
739;Squash Espace Évasion;Bron;Salle ou terrain de jorkyball;4.92698;45.7387;True;Tennis
740;Université Lumière Lyon Ii;Bron;Court de tennis;4.91834;45.72189;True;Tennis
741;Gymnase Tola Vologe;Bron;Salle de lutte;4.91137;45.74347;True;Arts martiaux
742;Gymnase Tola Vologe;Bron;Salle multisports (gymnase);4.91137;45.74347;True;Gymnase
1121;Happy Gym;Villeurbanne;Salle ou terrain de squash;4.89204;45.76963;True;Tennis
1123;Complexe Sportif Colette Besson et Terrains de Tennis Extérieur Siuaps;Villeurbanne;Court de tennis;4.87354;45.78443;True;Tennis
1124;Complexe Sportif Piscine et Stade Campus de la Doua Siuaps Secteur Insa;Villeurbanne;Terrain de football;4.87627;45.78539;True;FootBall
1126;Complexe Sportif et Terrains Sportifs Ufr Staps Campus de la Doua Siuaps;Villeurbanne;Salle de musculation/cardiotraining;4.86326;45.781;True;Salle de sport
1127;Complexe Sportif et Terrains Sportifs Ufr Staps Campus de la Doua Siuaps;Villeurbanne;Dojo / Salle d'arts martiaux;4.86326;45.781;True;Arts martiaux
1128;Gymnase et Tennis de Sciences Campus de la Doua;Villeurbanne;Salle de danse;4.86928;45.77946;True;Danse
1129;Gymnase et Tennis de Sciences Campus de la Doua;Villeurbanne;Salle multisports (gymnase);4.86928;45.77946;True;Gymnase
1130;Gymnase et Tennis de Sciences Campus de la Doua;Villeurbanne;Court de tennis;4.87015;45.77973;True;Tennis
1131;Collège Lamartine;Villeurbanne;Piste d'athlétisme isolée;4.91611;45.74992;True;Athlétisme
1132;Lycée Pierre Brossolette;Villeurbanne;Plateau EPS/Multisports/city-stades;4.87791;45.77108;True;Autres
1133;Collège Privé Immaculée Conception;Villeurbanne;Terrain de basket-ball;4.89015;45.75832;True;BasketBall
1134;Tennis Club de Lyon-Tcl;Villeurbanne;Court de tennis;4.86043;45.78125;True;Tennis
1135;Tennis Club de Lyon-Tcl;Villeurbanne;Court de tennis;4.86018;45.78089;True;Tennis
1136;Tennis Club de Lyon-Tcl;Villeurbanne;Court de tennis;4.86031;45.78016;True;Tennis
1137;Tennis Club de Lyon-Tcl;Villeurbanne;Court de tennis;4.86031;45.78123;True;Tennis
1139;Body Gym Center;Villeurbanne;Salle de cours collectifs;4.879186;45.76723;True;Salle de sport
1140;Complexe B Granger;Villeurbanne;Salle d'haltérophilie;4.90092;45.76194;True;Salle de sport
1142;Complexe B Granger;Villeurbanne;Court de tennis;4.90004;45.7614;True;Tennis
1143;Stade Cyprian;Villeurbanne;Court de tennis;4.90082;45.75358;True;Tennis
1144;Terrain Lafontaine;Villeurbanne;Plateau EPS/Multisports/city-stades;4.88152;45.76008;True;Autres
1145;Centre Nautique E.Gagnaire;Villeurbanne;Terrain de beach-volley;4.90985;45.76651;True;VolleyBall
1146;Complexe Sportif Raphaël de Barros;Villeurbanne;Salle multisports (gymnase);4.88855;45.76847;True;Gymnase
1147;Gymnase Eugène Fournière;Villeurbanne;Salle multisports (gymnase);4.88688;45.75781;True;Gymnase
1148;Gymnase Eugène Fournière;Villeurbanne;Plateau EPS/Multisports/city-stades;4.8867;45.75749;True;Autres
1149;Complexe Sportif Louis Armand;Villeurbanne;Salle multisports (gymnase);4.8873;45.77898;True;Gymnase
1150;Complexe Dominique Mateo;Villeurbanne;Salle multisports (gymnase);4.88542;45.77973;True;Gymnase
1151;Gymnase Léon Jouhaux;Villeurbanne;Structure Artificielle d'Escalade;4.88196;45.763177;True;Escalade
1152;Complexe des Iris;Villeurbanne;Court de tennis;4.8985;45.768;True;Tennis
1155;Ecole Jean Jaurès;Villeurbanne;Salle multisports (gymnase);4.87822;45.76102;True;Gymnase
1156;Ecole Louis Pasteur;Villeurbanne;Plateau EPS/Multisports/city-stades;4.89092;45.76104;True;Autres
1157;Ecole Jules Ferry;Villeurbanne;Plateau EPS/Multisports/city-stades;4.89368;45.76343;True;Autres
1158;Ecole Jules Guesde;Villeurbanne;Plateau EPS/Multisports/city-stades;4.90474;45.75521;True;Autres
1259;Asb Grognard;Lyon 1er Arrondissement;Terrain de boules;4.837;45.77457;True;Pétanque
1260;Tennis Club Lyon 1Er;Lyon 1er Arrondissement;Court de tennis;4.81932;45.76987;True;Tennis
1261;Gymnase Giraud;Lyon 1er Arrondissement;Dojo / Salle d'arts martiaux;4.82058;45.76928;True;Arts martiaux
1262;Cercle Démocratique;Lyon 1er Arrondissement;Terrain de boules;4.8295;45.77186;True;Pétanque
1263;Boulodrome;Lyon 1er Arrondissement;Terrain de boules;4.81971;45.76928;True;Pétanque
1264;Amazonia Opera;Lyon 1er Arrondissement;Salle de musculation/cardiotraining;4.837854;45.768139;True;Salle de sport
1265;Collège Privé Saint-Louis Saint-Bruno;Lyon 1er Arrondissement;Salle multisports (gymnase);4.816946;45.77088;True;Gymnase
1266;Lycée Professionnel Jacques de Flesselles;Lyon 1er Arrondissement;Salle multisports (gymnase);4.82666;45.77163;True;Gymnase
1267;Complexe Sportif Duplat Genety;Lyon 1er Arrondissement;Stade d’athlétisme;4.82029;45.772;True;Athlétisme
1268;Gymnase Enghein;Lyon 2e Arrondissement;Structure Artificielle d'Escalade;4.82621;45.75218;True;Escalade
1269;Stade Sonny Anderson;Lyon 2e Arrondissement;Terrain de football;4.81702;45.74489;True;FootBall
1270;"Ecole Saint Nizier Tour Pitrat Centre Scolaire ""Aux Lazaristes""";Lyon 2e Arrondissement;Salles polyvalentes / des fêtes / non spécialisées;4.832412;45.764594;True;Gymnase
1271;Ecole Primaire Léon Jouhaux;Lyon 3e Arrondissement;Salles polyvalentes / des fêtes / non spécialisées;4.854062;45.7559;True;Gymnase
1272;Ecole Primaire Anatole France;Lyon 3e Arrondissement;Salles polyvalentes / des fêtes / non spécialisées;4.88806;45.75323;True;Gymnase
1273;Maison du Judo;Lyon 3e Arrondissement;Salle de musculation/cardiotraining;4.86334;45.74897;True;Salle de sport
1274;Patinoire Baraban;Lyon 3e Arrondissement;Salle de musculation/cardiotraining;4.868235;45.761678;True;Salle de sport
1275;Squash Lugdunum;Lyon 3e Arrondissement;Salle ou terrain de squash;4.8587;45.7555;True;Tennis
1276;Gymnase Leon Jouhaux;Lyon 3e Arrondissement;Salle multisports (gymnase);4.85408;45.75523;True;Gymnase
1277;Clos des Canuts;Lyon 4e Arrondissement;Terrain de boules;4.8267;45.77836;True;Pétanque
1278;Clos des Canuts;Lyon 4e Arrondissement;Terrain de boules;4.82678;45.77906;True;Pétanque
1279;Terrain de Basket de Proximité;Lyon 4e Arrondissement;Terrain de basket-ball;4.84008;45.77919;True;BasketBall
1280;Stade des Charteux;Lyon 4e Arrondissement;Aire de saut;4.82175;45.78253;True;Athlétisme
1281;Gymnase René Baillieu;Lyon 4e Arrondissement;Aire de saut;4.81843;45.7808;True;Athlétisme
1282;Gymnase René Baillieu;Lyon 4e Arrondissement;Aire de saut;4.819;45.78094;True;Athlétisme
1283;Gymnase de la Ficelle;Lyon 4e Arrondissement;Salle multisports (gymnase);4.82676;45.78057;True;Gymnase
1284;Ecole Primaire Joseph Cornier;Lyon 4e Arrondissement;Salles polyvalentes / des fêtes / non spécialisées;4.82571;45.77601;True;Gymnase
1285;Tennis Club Croix-Rousse-Tccr Parc Francis Popy;Lyon 4e Arrondissement;Court de tennis;4.82148;45.77785;True;Tennis
1287;Ecole Saint Denis;Lyon 4e Arrondissement;Terrain de volley-ball;4.83237;45.77986;True;VolleyBall
1288;Ecole Providence-Trinitaires;Lyon 4e Arrondissement;Salles polyvalentes / des fêtes / non spécialisées;4.81968;45.77398;True;Gymnase
1289;Centre Scolaire la Favorite;Lyon 5e Arrondissement;Salle de gymnastique sportive;4.806916;45.756683;True;Gymnase
1290;Centre Scolaire la Favorite;Lyon 5e Arrondissement;Piste d'athlétisme isolée;4.806338;45.757723;True;Athlétisme
1291;Centre Scolaire la Favorite;Lyon 5e Arrondissement;Plateau EPS/Multisports/city-stades;4.80643;45.75759;True;Autres
1292;Groupe Scolaire Notre Dame des Minimes;Lyon 5e Arrondissement;Terrain de football;4.78909;45.75826;True;FootBall
1293;Gymnase de l'Ecam;Lyon 5e Arrondissement;Plateau EPS/Multisports/city-stades;4.82389;45.76456;True;Autres
1294;Gymnase de l'Ecam;Lyon 5e Arrondissement;Salle multisports (gymnase);4.82432;45.76419;True;Gymnase
1295;Tennis Club Municipal du 5Ème-Tcms Site Valdo;Lyon 5e Arrondissement;Salle ou terrain de squash;4.78054;45.74888;True;Tennis
1297;Gymnase Charcot;Lyon 5e Arrondissement;Salle multisports (gymnase);4.80511;45.75302;True;Gymnase
1298;Gymnase Branly;Lyon 5e Arrondissement;Plateau EPS/Multisports/city-stades;4.79203;45.75059;True;Autres
1299;Terrain de Proximité de l'Abbé Larue;Lyon 5e Arrondissement;Plateau EPS/Multisports/city-stades;4.82178;45.75532;True;Autres
1300;Gymnase de la Quarantaine;Lyon 5e Arrondissement;Structure Artificielle d'Escalade;4.82187;45.75236;True;Escalade
1301;Stade Alexandre Morin;Lyon 5e Arrondissement;Terrain de football;4.78388;45.75554;True;FootBall
1302;Complexe Sportif Tronchet;Lyon 6e Arrondissement;Salle de danse;4.85844;45.77088;True;Danse
1303;Collège Notre Dame de Bellecombe;Lyon 6e Arrondissement;Terrain de basket-ball;4.86249;45.76687;True;BasketBall
1304;Ecole Primaire Jean Rostand;Lyon 6e Arrondissement;Terrain de basket-ball;4.85275;45.77006;True;BasketBall
1306;Terrain Thiers;Lyon 6e Arrondissement;Terrain de basket-ball;4.8614;45.76784;True;BasketBall
1307;Stade Edgar Quinet;Lyon 6e Arrondissement;Terrain de football;4.84626;45.76563;True;FootBall
1308;Skate Park Sarrail;Lyon 6e Arrondissement;Skate park;4.84089;45.76847;True;SkatePark
1309;Gymnase Bellecombe;Lyon 6e Arrondissement;Salle multisports (gymnase);4.86216;45.76616;True;Gymnase
1310;Vélodrome Georges Preveral;Lyon 6e Arrondissement;Terrain de basket-ball;4.85584;45.78193;True;BasketBall
1311;Collège Saint Louis la Guillotière;Lyon 7e Arrondissement;Salles polyvalentes / des fêtes / non spécialisées;4.84886;45.748068;True;Gymnase
1312;Gymnase Clemenceau;Lyon 7e Arrondissement;Salle multisports (gymnase);4.84038;45.74992;True;Gymnase
1313;Le Jean Jaurès;Lyon 7e Arrondissement;Bassin ludique de natation;4.84308;45.74775;True;Natation
1314;Vo2 Max;Lyon 7e Arrondissement;Salle de cours collectifs;4.83285;45.74642;True;Salle de sport
1315;Planète Forme;Lyon 7e Arrondissement;Salle de cours collectifs;4.82991;45.73286;True;Salle de sport
1316;Gymnase Gabriel Rosset;Lyon 7e Arrondissement;Pas de tir à l'arc;4.84056;45.72797;True;Tir
1317;Gymnase Gabriel Rosset;Lyon 7e Arrondissement;Piste d'athlétisme isolée;4.8407;45.72774;True;Athlétisme
1318;Terrain Veyet;Lyon 7e Arrondissement;Terrain de basket-ball;4.85047;45.74899;True;BasketBall
1319;Plaine de Jeux de Gerland;Lyon 7e Arrondissement;Terrain de football;4.82921;45.72122;True;FootBall
1322;Skate Parc de Gerland;Lyon 7e Arrondissement;Skate park;4.82413;45.72394;True;SkatePark
1323;Stade de Gerland;Lyon 7e Arrondissement;Court de tennis;4.8319;45.7261;True;Tennis
1324;Ens - Site Monod;Lyon 7e Arrondissement;Salle de musculation/cardiotraining;4.82647;45.73115;True;Salle de sport
1325;7Ème Régiment du Matériel;Lyon 7e Arrondissement;Salle ou terrain de badminton;4.84246;45.73123;True;Tennis
1326;Fashion Club;Lyon 7e Arrondissement;Salle ou terrain de jorkyball;4.85017;45.74409;True;Tennis
1328;Mur Mur;Lyon 7e Arrondissement;Structure Artificielle d'Escalade;4.83553;45.74304;True;Escalade
1329;Ecole Maternelle Jean Mermoz;Lyon 8e Arrondissement;Salle de basket;4.888751;45.733374;True;BasketBall
1330;Ecole Primaire Edouard Herriot;Lyon 8e Arrondissement;Salles polyvalentes / des fêtes / non spécialisées;4.88253;45.7359;True;Gymnase
1331;Ecole Primaire Louis Pergaud;Lyon 8e Arrondissement;Salle de basket;4.86899;45.73042;True;BasketBall
1332;Ecole Primaire Kennedy;Lyon 8e Arrondissement;Plateau EPS/Multisports/city-stades;4.87039;45.73296;True;Autres
1333;Avenir Laique Bachut Etats-Unis/Albeu;Lyon 8e Arrondissement;Terrain de boules;4.86737;45.73311;True;Pétanque
1334;Stade Clos Layat;Lyon 8e Arrondissement;Terrain de football;4.85;45.72619;True;FootBall
1335;Universite Lyon Iii Jean Moulin;Lyon 8e Arrondissement;Salle de musculation/cardiotraining;4.86147;45.74864;True;Salle de sport
1337;Lycée la Martinière Monplaisir;Lyon 8e Arrondissement;Stade d’athlétisme;4.86791;45.74026;True;Athlétisme
1338;Terrain de Proximite Freres Lumiere;Lyon 8e Arrondissement;Plateau EPS/Multisports/city-stades;4.86418;45.74643;True;Autres
1339;Terrain de Proximite Morat;Lyon 8e Arrondissement;Terrain de basket-ball;4.87946;45.73528;True;BasketBall
1340;Terrain Pressense;Lyon 8e Arrondissement;Salles polyvalentes / des fêtes / non spécialisées;4.860822;45.730458;True;Gymnase
1341;Gymnase de la Renaissance;Lyon 8e Arrondissement;Dojo / Salle d'arts martiaux;4.8714;45.73224;True;Arts martiaux
1342;Gymnase Viviani;Lyon 8e Arrondissement;Salle de gymnastique sportive;4.86643;45.7261;True;Gymnase
1343;Collège Jean Mermoz;Lyon 8e Arrondissement;Plateau EPS/Multisports/city-stades;4.88839;45.7337;True;Autres
1344;Lycée Privé la Xavière;Lyon 8e Arrondissement;Terrain de volley-ball;4.85099;45.72745;True;VolleyBall
1345;Lycée Colbert;Lyon 8e Arrondissement;Salle multisports (gymnase);4.86041;45.74494;True;Gymnase
1346;Collège Victor Schoelcher;Lyon 9e Arrondissement;Salle multisports (gymnase);4.79489;45.78668;True;Gymnase
1347;Boules de Rochecardon;Lyon 9e Arrondissement;Terrain de boules;4.80742;45.78906;True;Pétanque
1348;Collège de Vaise;Lyon 9e Arrondissement;Piste d'athlétisme isolée;4.80325;45.77303;True;Athlétisme
1349;Lycée Jean Perrin;Lyon 9e Arrondissement;Plateau EPS/Multisports/city-stades;4.81541;45.79313;True;Autres
1350;Lycée Jean Perrin;Lyon 9e Arrondissement;Salle de musculation/cardiotraining;4.81614;45.79336;True;Salle de sport
1352;Piscine d'Hiver de Vaise;Lyon 9e Arrondissement;Bassin mixte de natation;4.79657;45.77026;True;Natation
1353;Piscine d'Ete de la Duchere;Lyon 9e Arrondissement;Fosse à plongeon;4.7981;45.78877;True;Natation
1354;Stade Gilbert Vignes;Lyon 9e Arrondissement;Plateau EPS/Multisports/city-stades;4.79537;45.77246;True;Autres
1355;Stade Gilbert Vignes;Lyon 9e Arrondissement;Terrain de volley-ball;4.79612;45.77153;True;VolleyBall
1356;Terrain la Valloniere;Lyon 9e Arrondissement;Plateau EPS/Multisports/city-stades;4.79612;45.77153;True;Autres
1357;Stade de la Rhodia;Lyon 9e Arrondissement;Salle de musculation/cardiotraining;4.798;45.76525;True;Salle de sport
1358;Stade de la Rhodia;Lyon 9e Arrondissement;Mur de tennis;4.79901;45.76456;True;Tennis
1359;Stade de la Rhodia;Lyon 9e Arrondissement;Court de tennis;4.79864;45.76381;True;Tennis
1361;Gymnase Jean Zay;Lyon 9e Arrondissement;Plateau EPS/Multisports/city-stades;4.80483;45.76728;True;Autres
1362;Stade des 3 Gouttes;Lyon 9e Arrondissement;Plateau EPS/Multisports/city-stades;4.82578;45.80341;True;Autres
1363;Terrain Barre 320;Lyon 9e Arrondissement;Plateau EPS/Multisports/city-stades;4.8021;45.7893;True;Autres
1364;Stade de la Duchère;Lyon 9e Arrondissement;Terrain de football;4.7975;45.78786;True;FootBall
1365;Stade des Deux Amants;Lyon 9e Arrondissement;Terrain de basket-ball;4.79556;45.76533;True;BasketBall
1366;Stade des Deux Amants;Lyon 9e Arrondissement;Salle de danse;4.79551;45.7651;True;Danse
1417;Parc de Parilly;Bron;Terrain de baseball /softball;4.89803;45.71641;True;Baseball
1420;Stade Jean Jaurès;Bron;Terrain de football;4.90988;45.72866;True;FootBall
1421;Stade Duboeuf;Bron;Skate park;4.90558;45.74011;True;SkatePark
1422;Stade Duboeuf;Bron;Terrain de rugby;4.90718;45.74142;True;Rugby
1423;Boulodrome André Frachet;Bron;Terrain de boules;4.9101;45.72769;True;Pétanque
1424;Centre Nautique;Bron;Salle de danse;4.90817;45.74102;True;Danse
1427;Université Lumière Lyon Ii;Bron;Court de tennis;4.91788;45.72209;True;Tennis
1428;Université Lumière Lyon Ii;Bron;Salle de musculation/cardiotraining;4.91909;45.72048;True;Salle de sport
1429;Lycée Professionnel du Batiment et des Travaux Publics;Bron;Salle multisports (gymnase);4.88786;45.72705;True;Gymnase
1430;Gymnase Jean Moulin;Bron;Plateau EPS/Multisports/city-stades;4.9244;45.74229;True;Autres
1431;Gymnase André Boulloche;Bron;Salle multisports (gymnase);4.90612;45.74801;True;Gymnase
1813;Ecole Jean Zay;Villeurbanne;Salle multisports (gymnase);4.881217;45.773272;True;Gymnase
1814;Ecole Lazare Goujon;Villeurbanne;Plateau EPS/Multisports/city-stades;4.89821;45.7706;True;Autres
1815;Terrain Vaillant Couturier;Villeurbanne;Plateau EPS/Multisports/city-stades;4.89618;45.76065;True;Autres
1816;Parcours d'Orientation;Villeurbanne;Parcours fixe de course d’orientation;4.86962;45.78547;True;Course à pied
1818;Complexe Sportif Colette Besson et Terrains de Tennis Extérieur Siuaps;Villeurbanne;Salle de musculation/cardiotraining;4.87329;45.7849;True;Salle de sport
1819;Complexe Sportif Piscine et Stade Campus de la Doua Siuaps Secteur Insa;Villeurbanne;Salle multisports (gymnase);4.87743;45.784;True;Gymnase
1821;Complexe Sportif et Terrains Sportifs Ufr Staps Campus de la Doua Siuaps;Villeurbanne;Court de tennis;4.86135;45.78157;True;Tennis
1822;Collège Louis Jouvet;Villeurbanne;Piste d'athlétisme isolée;4.87317;45.76114;True;Athlétisme
1823;Collège Louis Jouvet;Villeurbanne;Plateau EPS/Multisports/city-stades;4.87329;45.76141;True;Autres
1824;Collège Privé Immaculée Conception;Villeurbanne;Terrain de volley-ball;4.89027;45.7555;True;VolleyBall
1831;Complexe B Granger;Villeurbanne;Plateau EPS/Multisports/city-stades;4.90415;45.76315;True;Autres
1836;Terrain de la Boube;Villeurbanne;Plateau EPS/Multisports/city-stades;4.89307;45.78117;True;Autres
1837;Complexe des Brosses;Villeurbanne;Salle multisports (gymnase);4.91789;45.74959;True;Gymnase
1838;Centre Nautique E.Gagnaire;Villeurbanne;Bassin ludique de natation;4.9092;45.76666;True;Natation
1839;Complexe Sportif Raphaël de Barros;Villeurbanne;Salle multisports (gymnase);4.88822;45.76853;True;Gymnase
1840;Stade des Peupliers;Villeurbanne;Terrain de football;4.90021;45.77801;True;FootBall
1841;Gymnase Jean Mollier;Villeurbanne;Salle multisports (gymnase);4.8726;45.7613;True;Gymnase
1842;Complexe des Iris;Villeurbanne;Salle multisports (gymnase);4.89916;45.76859;True;Gymnase
1843;Complexe des Iris;Villeurbanne;Terrain de football;4.89795;45.76741;True;FootBall
1844;Ecole Anatole France;Villeurbanne;Salle multisports (gymnase);4.88204;45.76857;True;Gymnase
1947;Ecole Primaire Tables Claudiennes;Lyon 1er Arrondissement;Terrain de basket-ball;4.83241;45.77058;True;BasketBall
1948;Ecole de Danse Acquaviva;Lyon 1er Arrondissement;Salle de danse;4.834464;45.766954;True;Danse
1949;Complexe Sportif Duplat Genety;Lyon 1er Arrondissement;Terrain de basket-ball;4.82087;45.772;True;BasketBall
1950;Complexe Sportif Duplat Genety;Lyon 1er Arrondissement;Salle multisports (gymnase);4.82015;45.77159;True;Gymnase
1951;Patinoire Charlemagne;Lyon 2e Arrondissement;Salle de musculation/cardiotraining;4.820206;45.741875;True;Salle de sport
1952;Studio Astie;Lyon 2e Arrondissement;Salle de danse;4.83213;45.76254;True;Danse
1953;Ecole Primaire Lamartine;Lyon 2e Arrondissement;Salles polyvalentes / des fêtes / non spécialisées;4.8327;45.76018;True;Gymnase
1954;L'Appart Fitness Lyon Belcour;Lyon 2e Arrondissement;Salle de musculation/cardiotraining;4.834605;45.758596;True;Salle de sport
1955;Tennis de Lyon 3Ème;Lyon 3e Arrondissement;Court de tennis;4.87041;45.74769;True;Tennis
1956;Ecole Primaire Jules Verne;Lyon 3e Arrondissement;Plateau EPS/Multisports/city-stades;4.87729;45.7497;True;Autres
1957;Stade Juninho;Lyon 3e Arrondissement;Terrain de football;4.88701;45.74421;True;FootBall
1958;L'Appart Fitness Lyon 3;Lyon 3e Arrondissement;Salle de musculation/cardiotraining;4.84194;45.76062;True;Salle de sport
1959;L'Appart Fitness Lyon 3;Lyon 3e Arrondissement;Salle de musculation/cardiotraining;4.841937;45.760622;True;Salle de sport
1960;Patinoire Baraban;Lyon 3e Arrondissement;Salle de danse;4.868235;45.761678;True;Danse
1965;Amicale Boules Moncey Garibaldi;Lyon 3e Arrondissement;Terrain de boules;4.85394;45.75897;True;Pétanque
1967;Collège Saint Denis;Lyon 4e Arrondissement;Plateau EPS/Multisports/city-stades;4.831112;45.779105;True;Autres
1968;Collège Privé Saint Charles de Serin;Lyon 4e Arrondissement;Salles polyvalentes / des fêtes / non spécialisées;4.81268;45.77585;True;Gymnase
1969;Gymnase René Baillieu;Lyon 4e Arrondissement;Skate park;4.81949;45.78083;True;SkatePark
1972;Ecole Charles Demia;Lyon 4e Arrondissement;Salles polyvalentes / des fêtes / non spécialisées;4.81732;45.77983;True;Gymnase
1973;Lyon Plage;Lyon 4e Arrondissement;Bassin ludique de natation;4.82065;45.78827;True;Natation
1975;Fourvière Aventure;Lyon 5e Arrondissement;Parcours Acrobatique en Hauteur/Site d'accrobranche;4.81522;45.76342;True;Escalade
1977;Groupe Scolaire Notre Dame des Minimes;Lyon 5e Arrondissement;Terrain de volley-ball;4.78973;45.75901;True;VolleyBall
1978;Tennis Club Municipal du 5Ème-Tcms Site Valdo;Lyon 5e Arrondissement;Court de tennis;4.78011;45.74901;True;Tennis
1979;Ecole Primaire Diderot;Lyon 5e Arrondissement;Salle de basket;4.78505;45.75593;True;BasketBall
1980;Lycée Professionnel Privé Don Bosco;Lyon 5e Arrondissement;Salles polyvalentes / des fêtes / non spécialisées;4.81862;45.75183;True;Gymnase
1981;Cité Scolaire Jean Moulin;Lyon 5e Arrondissement;Salles polyvalentes / des fêtes / non spécialisées;4.820838;45.757558;True;Gymnase
1982;Terrain Trion;Lyon 5e Arrondissement;Plateau EPS/Multisports/city-stades;4.81271;45.75887;True;Autres
1983;Défense de Zône;Lyon 5e Arrondissement;Plateau EPS/Multisports/city-stades;4.79368;45.78181;True;Autres
1985;Stade de la Sarra;Lyon 5e Arrondissement;Aire de lancer;4.81605;45.76281;True;Athlétisme
1986;Stade de la Sarra;Lyon 5e Arrondissement;Piste d'athlétisme isolée;4.81567;45.76238;True;Athlétisme
1987;Gymnase Audrey Hepburn;Lyon 5e Arrondissement;Salle multisports (gymnase);4.80189;45.77717;True;Gymnase
1988;Gymnase de la Quarantaine;Lyon 5e Arrondissement;Salle multisports (gymnase);4.82187;45.75237;True;Gymnase
1989;Gymnase Eisenhower;Lyon 5e Arrondissement;Salle multisports (gymnase);4.77977;45.75095;True;Gymnase
1990;Gymnase Eisenhower;Lyon 5e Arrondissement;Plateau EPS/Multisports/city-stades;4.78038;45.75084;True;Autres
1991;Stade Alexandre Morin;Lyon 5e Arrondissement;Piste d'athlétisme isolée;4.78388;45.75554;True;Athlétisme
1992;"Salle Multisports du Collège ""Aux Lazaristes""";Lyon 5e Arrondissement;Salle multisports (gymnase);4.82625;45.7611;True;Gymnase
1993;Complexe Sportif Tronchet;Lyon 6e Arrondissement;Dojo / Salle d'arts martiaux;4.85844;45.77088;True;Arts martiaux
1994;Complexe Sportif Tronchet;Lyon 6e Arrondissement;Salle de musculation/cardiotraining;4.85844;45.77088;True;Salle de sport
1995;Collège Privé Fénelon;Lyon 6e Arrondissement;Salle multisports (gymnase);4.8511;45.77284;True;Gymnase
