ID,Nom,Commune,Type,Coord_X,Coord_Y
331,Stade de Football,Saint-Lager,Terrain de football,4.67503,46.11095
332,Zone Sportive de l'Etang,Saint-Laurent-d'Agny,Court de tennis,4.6913,45.64134
333,Salle Polyvalente,Saint-Laurent-de-Chamousset,Salle multisports (gymnase),4.46167,45.73995
334,Plateau Sportif,Saint-Laurent-de-Chamousset,Plateau EPS/Multisports/city-stades,4.47229,45.7347
335,Escapad- Centre Aquatique et de Loisirs du Canton de Saint Laurent de Chamousset,Saint-Laurent-de-Chamousset,Bassin d'exercices aquatiques,4.45693,45.74068
336,Escapad- Centre Aquatique et de Loisirs du Canton de Saint Laurent de Chamousset,Saint-Laurent-de-Chamousset,Salle de cours collectifs,4.45693,45.74068
337,Boulodrome,Saint-Laurent-de-Chamousset,Terrain de boules,4.4657,45.73766
338,Carrières des Chevauchées du Lyonnais,Saint-Laurent-de-Chamousset,Piste de course sur le plat,4.48326,45.73549
339,Aire de Jeux,Saint-Marcel-l'Éclairé,Terrain de football,4.43117,45.87724
340,Stade Municipal,Saint-Martin-en-Haut,Terrain de football,4.55834,45.65748
341,Salle de Gymnastique,Saint-Martin-en-Haut,Salle de gymnastique sportive,4.55946,45.65992
342,Magic Lena'S Ranch,Chabanière,Carrière,4.631365,45.590621
343,Courts de Tennis,Chabanière,Mur de tennis,4.63865,45.58804
344,Courts de Tennis,Chabanière,Court de tennis,4.63868,45.58777
345,Complexe Sportif de Saint Pierre la Palud,Saint-Pierre-la-Palud,Terrain de boules,4.61266,45.79518
346,Salle Polyvalente,Saint-Romain-de-Popey,Terrain de boules,4.53212,45.84547
347,Stade Pierre Nove-Josserand,Saint-Romain-de-Popey,Terrain de football,4.53539,45.84747
348,Salle Polyvalente,Saint-Romain-en-Gal,Salle multisports (gymnase),4.85798,45.53608
349,Tennis et Salle des Associations,Taluyers,Court de tennis,4.71783,45.63746
350,Centre Nautique Aquaval,Tarare,Salle de cours collectifs,4.44665,45.89005
351,Complexe Sportif de la Plata,Tarare,Salle multisports (gymnase),4.44434,45.8942
352,Complexe Sportif Leon Masson,Tarare,Terrain de handball,4.4469,45.88915
353,Complexe Sportif Leon Masson,Tarare,Court de tennis,4.44474,45.89001
354,Complexe Sportif Leon Masson,Tarare,Stade d’athlétisme,4.45069,45.88937
355,Complexe Sportif Leon Masson,Tarare,Court de tennis,4.44506,45.88998
356,Terrain de Petanque 2,Tarare,Terrain de pétanque,4.4415,45.88698
357,Complexe Ast,Tarare,Terrain de basket-ball,4.42298,45.89467
358,Wellness Sport,Tassin-la-Demi-Lune,Salle de musculation/cardiotraining,4.78119,45.76389
359,Wellness Sport,Tassin-la-Demi-Lune,Salle de cours collectifs,4.780851,45.763844
360,"Institution Privée St Joseph (École, Collège, Lycée)",Tassin-la-Demi-Lune,Terrain de handball,4.758765,45.75982
361,City Stade,Tassin-la-Demi-Lune,Plateau EPS/Multisports/city-stades,4.78172,45.757753
362,Complexe Sportif des Genetières,Tassin-la-Demi-Lune,Salle multisports (gymnase),4.77194,45.75922
363,Espace Sportif des Coquelicots,Tassin-la-Demi-Lune,Terrain de basket-ball,4.74947,45.76651
364,Stade du Sauze,Tassin-la-Demi-Lune,Terrain de football,4.75633,45.76527
365,Stade du Sauze,Tassin-la-Demi-Lune,Terrain de football,4.75609,45.76622
366,Stade de Football,Ternand,Terrain de football,4.52986,45.94791
367,Terrain de Boules,Theizé,Terrain de boules,4.6159,45.93827
368,Stade Chaboud,Thizy-les-Bourgs,Skate park,4.31061,46.02412
369,City Stade Monnet,Thizy-les-Bourgs,Plateau EPS/Multisports/city-stades,4.30025,46.03693
370,Centre d'Activites Polyvalent,Thizy-les-Bourgs,Terrain de boules,4.2945,46.0346
371,Collège Sainte Thérèse,Thizy-les-Bourgs,Terrain de basket-ball,4.30029,46.0342
372,Parking de la Mairie,Thurins,Boucle de randonnée,4.64082,45.6826
373,Complexe Sportif et Associatif,Trèves,Court de tennis,4.69083,45.52632
374,Boulodromes,Vaugneray,Terrain de boules,4.68374,45.73897
375,Piscine Intercommunale,Vaugneray,Bassin sportif de natation,4.68259,45.7391
376,Boucles de Randonnees - Parking de la Mairie,Vaugneray,Boucle de randonnée,4.63129,45.715
377,Groupe Scolaire Makarenko,Vaulx-en-Velin,Plateau EPS/Multisports/city-stades,4.92685,45.77923
378,Groupe Scolaire Frederico Garcia Lorca,Vaulx-en-Velin,Plateau EPS/Multisports/city-stades,4.92709,45.77751
379,Groupe Scolaire Henri Wallon,Vaulx-en-Velin,Plateau EPS/Multisports/city-stades,4.9136,45.7893
380,Palais des Sports Jean Capievic,Vaulx-en-Velin,Structure Artificielle d'Escalade,4.9211,45.77897
381,Palais des Sports Jean Capievic,Vaulx-en-Velin,Salle de gymnastique sportive,4.9211,45.77897
382,Terrain de la Mjc,Vaulx-en-Velin,Terrain de basket-ball,4.91783,45.78278
383,Tennis Couverts,Vaulx-en-Velin,Court de tennis,4.93305,45.77706
384,Stade Jomard,Vaulx-en-Velin,Terrain de football,4.93435,45.77499
385,Stade Jomard,Vaulx-en-Velin,Terrain de football,4.9341,45.77418
386,Collège Aimé Césaire,Vaulx-en-Velin,Piste d'athlétisme isolée,4.91604,45.78356
387,Collège Aimé Césaire,Vaulx-en-Velin,Terrain de basket-ball,4.91604,45.78356
388,Cervelieres,Vaulx-en-Velin,Terrain de football,4.91676,45.7818
389,Segapal/Parc de Miribel-Jonage,Vaulx-en-Velin,Site d'activités aquatiques et nautiques,4.95068,45.8056
390,Segapal/Parc de Miribel-Jonage,Vaulx-en-Velin,Structure Artificielle d'Escalade,4.93227,45.80123
391,Segapal/Parc de Miribel-Jonage,Vaulx-en-Velin,Structure Artificielle d'Escalade,4.95037,45.79814
392,Segapal/Parc de Miribel-Jonage,Vaulx-en-Velin,Court de tennis,4.943012,45.798935
393,Salle de Forme Pole Aviron,Vaulx-en-Velin,Salle de cours collectifs,4.941092,45.797952
394,Entpe,Vaulx-en-Velin,Court de tennis,4.9252,45.77941
395,Stade de Football du Moulin,Vaux-en-Beaujolais,Terrain de boules,4.58457,46.05099
396,Gymnase Jules Guesde,Vénissieux,Salle de gymnastique sportive,4.88764,45.71148
397,Gymnase du Centre,Vénissieux,Salle de musculation/cardiotraining,4.88235,45.70455
398,Gymnase Jacques Brel,Vénissieux,Salle multisports (gymnase),4.88012,45.69588
399,Collège Elsa Triollet,Vénissieux,Salles polyvalentes / des fêtes / non spécialisées,4.86681,45.69662
400,Collège Elsa Triollet,Vénissieux,Terrain de handball,4.86722,45.69695
401,Collège Elsa Triollet,Vénissieux,Piste d'athlétisme isolée,4.86741,45.69654
402,Collège Louis Aragon,Vénissieux,Plateau EPS/Multisports/city-stades,4.88825,45.69345
403,Collège Louis Aragon,Vénissieux,Terrain de handball,4.88834,45.69209
404,Plaine de Jeux des Etats Unis,Vénissieux,Terrain de football,4.87695,45.72114
405,Stade A.Delaune,Vénissieux,Terrain de football,4.86965,45.692
406,Complexe Sportif Delaune,Vénissieux,Mur de tennis,4.8726,45.69398
407,Parc de Parilly,Vénissieux,Piste d'athlétisme isolée,4.89636,45.71838
408,Parc de Parilly,Vénissieux,Terrain de football,4.89689,45.72073
409,Complexe Sportif,Vernaison,Court de tennis,4.81544,45.64804
410,Complexe Sportif,Vernaison,Court de tennis,4.81544,45.64804
411,Gymnase de Garet,Villefranche-sur-Saône,Salle multisports (gymnase),4.72822,45.99603
412,Complexe Sportif Saint Exupery,Villefranche-sur-Saône,Salle multisports (gymnase),4.70817,45.99135
413,Complexe Sportif Saint Exupery,Villefranche-sur-Saône,Terrain de football,4.7085,45.99227
414,Stade Montmartin,Villefranche-sur-Saône,Terrain de football,4.7123,46.00085
415,Stade Montmartin,Villefranche-sur-Saône,Aire de lancer,4.7126,46.00031
416,Hall Bointon,Villefranche-sur-Saône,Salle multisports (gymnase),4.72093,45.99638
417,Maison d'Arrêt de Villefranche,Villefranche-sur-Saône,Terrain de football,4.72581,45.99698
418,Lycée et Collège Notre Dame de Mongré,Villefranche-sur-Saône,Terrain de football,4.71194,45.99316
419,Lycée et Collège Notre Dame de Mongré,Villefranche-sur-Saône,Terrain de handball,4.71331,45.99275
420,Lycée et Collège Notre Dame de Mongré,Villefranche-sur-Saône,Aire de lancer,4.71236,45.99319
421,Lycée et Collège Notre Dame de Mongré,Villefranche-sur-Saône,Terrain de basket-ball,4.71351,45.99328
422,Lycée et Collège Notre Dame de Mongré,Villefranche-sur-Saône,Terrain de handball,4.71295,45.99301
423,Lycée et Collège Notre Dame de Mongré,Villefranche-sur-Saône,Terrain de handball,4.71331,45.99275
424,Aire de Loisirs,Villefranche-sur-Saône,Terrain de pétanque,4.74297,45.97734
425,Espace Jeux Détente Loisirs,Ville-sur-Jarnioux,Terrain de pétanque,4.60527,45.96184
426,Piscine des Gratte-Ciel,Villeurbanne,Bassin mixte de natation,4.87917,45.76567
427,Complexe Sportif Colette Besson et Terrains de Tennis Extérieur Siuaps,Villeurbanne,Salle multisports (gymnase),4.87289,45.78516
428,Gymnase B Siuaps Secteur Insa,Villeurbanne,Plateau EPS/Multisports/city-stades,4.88304,45.78544
429,Complexe Sportif Piscine et Stade Campus de la Doua Siuaps Secteur Insa,Villeurbanne,Piste d'athlétisme isolée,4.87784,45.7855
430,Complexe Sportif Piscine et Stade Campus de la Doua Siuaps Secteur Insa,Villeurbanne,Terrain de rugby,4.87879,45.78604
431,Complexe Sportif Piscine et Stade Campus de la Doua Siuaps Secteur Insa,Villeurbanne,Salle multisports (gymnase),4.87289,45.78516
432,Complexe Sportif Piscine et Stade Campus de la Doua Siuaps Secteur Insa,Villeurbanne,Court de tennis,4.87846,45.78441
433,Lycée Professionnel Marie Curie,Villeurbanne,Salles polyvalentes / des fêtes / non spécialisées,4.89622,45.76145
434,Collège Privé Immaculée Conception,Villeurbanne,Terrain de basket-ball,4.88978,45.75785
435,Collège Privé Immaculée Conception,Villeurbanne,Terrain de basket-ball,4.88978,45.75785
436,Lycée Frédéric Faÿs,Villeurbanne,Salle multisports (gymnase),4.903,45.762
437,Lycée Frédéric Faÿs,Villeurbanne,Salle de tennis de table,4.9028,45.76249
438,Tennis Club de Lyon-Tcl,Villeurbanne,Court de tennis,4.86056,45.78208
439,Tennis Club de Lyon-Tcl,Villeurbanne,Court de tennis,4.86046,45.77987
440,Tennis Club de Lyon-Tcl,Villeurbanne,Court de tennis,4.86056,45.78208
441,Tennis Club de Lyon-Tcl,Villeurbanne,Court de tennis,4.86097,45.78026
442,Wellness Villeurbanne,Villeurbanne,Salle de cours collectifs,4.88024,45.7634
443,Stade Severine,Villeurbanne,Terrain de football,4.91466,45.7553
444,Complexe B Granger,Villeurbanne,Terrain de boules,4.90074,45.7624
445,Complexe B Granger,Villeurbanne,Salle de gymnastique sportive,4.90092,45.76194
446,Complexe B Granger,Villeurbanne,Terrain de football,4.90324,45.76311
447,Complexe B Granger,Villeurbanne,Court de tennis,4.90065,45.76143
448,Complexe B Granger,Villeurbanne,Court de tennis,4.90065,45.76143
449,Complexe des Brosses,Villeurbanne,Dojo / Salle d'arts martiaux,4.91789,45.74959
450,Complexe des Brosses,Villeurbanne,Terrain de boules,4.91808,45.75042
451,Centre Nautique E.Gagnaire,Villeurbanne,Salle de gymnastique sportive,4.90909,45.76702
452,Piscine Andre Boulloche,Villeurbanne,Bassin mixte de natation,4.87682,45.77188
453,Salle Vap,Villeurbanne,Salle de lutte,4.88392,45.76482
454,Stade Marie Thérese Eyquem,Villeurbanne,Stade d’athlétisme,4.90089,45.77901
455,Stade des Peupliers,Villeurbanne,Terrain de football,4.90031,45.7774
456,Stade des Peupliers,Villeurbanne,Dojo / Salle d'arts martiaux,4.90194,45.77929
457,Complexe Dominique Mateo,Villeurbanne,Terrain de football,4.88598,45.78017
458,Gymnase du Tonkin,Villeurbanne,Salle multisports (gymnase),4.86471,45.77629
459,Complexe des Iris,Villeurbanne,Court de tennis,4.89756,45.76794
460,Ecole Edouard Herriot,Villeurbanne,Salle multisports (gymnase),4.8746,45.76578
461,Ecole Albert Camus,Villeurbanne,Plateau EPS/Multisports/city-stades,4.91075,45.75453
462,Circuits de Randonnée,Vourles,Boucle de randonnée,4.77391,45.66
463,Complexe Sportif Richard Vitton,Vourles,Court de tennis,4.76702,45.66197
464,Complexe Sportif Richard Vitton,Vourles,Court de tennis,4.76702,45.66197
465,Complexe Sportif,Yzeron,Site d'activités aquatiques et nautiques,4.581112,45.708708
466,Circuits de Randonnees - Place du Village,Yzeron,Boucle de randonnée,4.59043,45.7077
467,Circuits de Randonnees - Place du Village,Yzeron,Boucle de randonnée,4.61714,45.7067
468,Circuits de Randonnees,Chaponnay,Boucle de randonnée,4.93475,45.6291
469,Complexe Sportif Gilles Laforêt,Chaponnay,Court de tennis,4.92954,45.63688
470,Complexe Sportif R.Tisserand,Chassieu,Terrain de football,4.97667,45.73269
471,Complexe Sportif R.Tisserand,Chassieu,Dojo / Salle d'arts martiaux,4.97502,45.73333
472,Chassieu Tennis,Chassieu,Court de tennis,4.95829,45.74705
473,Chassieu Tennis,Chassieu,Court de tennis,4.95828,45.74763
474,Chassieu Tennis,Chassieu,Court de tennis,4.95829,45.74705
475,Complexe Sportif du Raquin,Chassieu,Terrain de football,4.98098,45.74082
476,Stade Municipal,Communay,Terrain de football,4.85061,45.60669
477,Terrain de Tennis,Communay,Court de tennis,4.83089,45.59954
478,Salle Polyvalente,Communay,Dojo / Salle d'arts martiaux,4.84798,45.60671
479,Gymnase des Roses,Corbas,Salle ou terrain de squash,4.91393,45.67539
480,Gymnase des Roses,Corbas,Salle de boxe,4.91393,45.67539
481,Complexe Sportif des Taillis,Corbas,Salle multisports (gymnase),4.91172,45.66266
482,Complexe Sportif des Taillis,Corbas,Court de tennis,4.9129,45.66441
483,Collège René Cassin,Corbas,Piste d'athlétisme isolée,4.90128,45.65577
484,Gymnase Charlie Chaplin,Décines-Charpieu,Salle de boxe,4.97325,45.77431
485,Centre Nautique,Décines-Charpieu,Bassin sportif de natation,4.95326,45.76383
486,Stade Youri Djorkaeff,Décines-Charpieu,Terrain de football,4.94144,45.77179
487,Gymnase Becquerel,Décines-Charpieu,Salles polyvalentes / des fêtes / non spécialisées,4.97749,45.76806
488,Poney Club de la Rize,Décines-Charpieu,Carrière,4.96642,45.78763
489,Collège Privé Jeanne d'Arc,Décines-Charpieu,Salles polyvalentes / des fêtes / non spécialisées,4.96224,45.764
490,Boulodrome Claude Balestra,Feyzin,Terrain de boules,4.85875,45.67523
491,Terrain de Proximité,Feyzin,Plateau EPS/Multisports/city-stades,4.85463,45.66227
492,Complexe Sportif Jean Bouin,Feyzin,Salle de boxe,4.8447,45.66505
493,Courts de Tennis Extérieur,Feyzin,Court de tennis,4.86218,45.67218
494,Complexe Peyronnet,Genas,Terrain de football,5.01065,45.72557
495,Collège Louis Leprince Ringuet,Genas,Plateau EPS/Multisports/city-stades,5.01079,45.73112
496,Ecole Elémentaire,Genay,Salle de danse,4.839,45.89756
497,Complexe Sportif Agora,Jonage,Salle multisports (gymnase),5.05111,45.79174
498,Complexe Sportif Agora,Jonage,Court de tennis,5.05101,45.7915
499,Site d'Aéromodelisme,Jonage,Site d'aéromodélisme,5.02789,45.80099
500,Espace Colliard,Jons,Parcours sportif/santé,5.07927,45.80165
501,Ecole Louis Pergaud,Jons,Salles polyvalentes / des fêtes / non spécialisées,5.08249,45.80267
502,Circuits de Randonnees,Jons,Boucle de randonnée,5.08883,45.81053
503,Circuits de Randonnees,Jons,Boucle de randonnée,5.07079,45.80072
504,Circuits de Randonnees,Jons,Boucle de randonnée,5.08877,45.81014
505,Stade Municipal Albert Vacalut,Marennes,Court de tennis,4.9119,45.62813
506,College Evariste Galois,Meyzieu,Plateau EPS/Multisports/city-stades,4.99676,45.77108
507,Centre Aquatique Les Vagues,Meyzieu,Salle de musculation/cardiotraining,5.01334,45.76928
508,Groupe Scolaire Jules Ferry,Meyzieu,Aire de saut,5.02059102,45.77979558
509,Groupe Scolaire Jules Ferry,Meyzieu,Piste d'athlétisme isolée,5.02059102,45.77979558
510,Octogone,Meyzieu,Salle d'escrime,5.014544,45.766034
511,Octogone,Meyzieu,Salles polyvalentes / des fêtes / non spécialisées,5.014544,45.766034
512,Boulodrome Lucien Fournier,Meyzieu,Terrain de boules,4.99794,45.77069
513,Parc Municipal des Sports des Servizieres,Meyzieu,Terrain de football,5.01457,45.76685
514,Parc Municipal des Sports des Servizieres,Meyzieu,Terrain de rugby,5.01759,45.76612
515,Stade des Tilleuls,Mions,Terrain de football,4.95423,45.66785
516,Salle de Tennis de Table/Musculation/Combat,Mions,Dojo / Salle d'arts martiaux,4.955394,45.661538
517,City Park (Parc Théodore Monod),Mions,Plateau EPS/Multisports/city-stades,4.955303,45.664203
518,Complexe Sportif,Montanay,Terrain de boules,4.87313,45.88284
519,Complexe Sportif,Montanay,Salle multisports (gymnase),4.87393,45.88248
520,Complexe Sportif,Montanay,Court de tennis,4.87299,45.8834
521,Plateau EPS École des Semailles,Rillieux-la-Pape,Plateau EPS/Multisports/city-stades,4.905705,45.820895
522,Centre Scolaire Saint-Charles,Rillieux-la-Pape,Salle multisports (gymnase),4.89416,45.82011
523,Centre Scolaire Saint-Charles,Rillieux-la-Pape,Terrain de basket-ball,4.89238,45.8212
524,Complexe Sportif Aquatique Loup Pendu,Rillieux-la-Pape,Salle de culturisme,4.8863,45.81703
525,Complexe Sportif Aquatique Loup Pendu,Rillieux-la-Pape,Court de tennis,4.88637,45.81751
526,Complexe Sportif des Lones,Rillieux-la-Pape,Terrain de football,4.90395,45.80641
527,Complexe Sportif des Lones,Rillieux-la-Pape,Terrain de football,4.90019,45.80595
528,Complexe de Tennis des Lones,Rillieux-la-Pape,Court de tennis,4.89922,45.80554
529,Complexe de Tennis des Lones,Rillieux-la-Pape,Court de tennis,4.89885,45.8057
530,Complexe de Tennis des Lones,Rillieux-la-Pape,Court de tennis,4.89885,45.8057
531,Complexe Sportif de la Velette,Rillieux-la-Pape,Terrain de basket-ball,4.90213,45.81537
532,Plateaux Sportifs du Mont Blanc,Rillieux-la-Pape,Plateau EPS/Multisports/city-stades,4.89486,45.82299
533,Gymnase Hacine Cherifi,Rillieux-la-Pape,Salle multisports (gymnase),4.89549,45.8232
534,Gymnase Hacine Cherifi,Rillieux-la-Pape,Plateau EPS/Multisports/city-stades,4.89527,45.82312
535,Complexe Sportif,Saint-Bonnet-de-Mure,Terrain de football,5.02977,45.699
536,Complexe Sportif,Saint-Bonnet-de-Mure,Court de tennis,5.02716,45.69933
537,Terrains de Loisirs,Saint-Bonnet-de-Mure,Piste de bicross,5.03162,45.69657
538,Piscine Intercommunale Muroise,Saint-Laurent-de-Mure,Bassin mixte de natation,5.03593,45.68854
539,Complexe Sportif Andre Malraux,Saint-Laurent-de-Mure,Salle multisports (gymnase),5.03576,45.68849
540,Complexe Sportif Andre Malraux,Saint-Laurent-de-Mure,Terrain de football,5.03518,45.68845
541,Parc des Sports Georges Brunot,Saint-Pierre-de-Chandieu,Terrain de football,5.00836,45.64568
542,World Fitness,Saint-Priest,Salle de musculation/cardiotraining,4.946198,45.683881
543,Boulodrome Marius Joly,Saint-Priest,Terrain de boules,4.94058,45.69675
544,Stade Armand Yaghlian,Saint-Priest,Court de tennis,4.982718,45.700883
545,Gymnase L.Perrier,Saint-Priest,Salle multisports (gymnase),4.93805,45.69517
546,Gymnase Gérard Philipe,Saint-Priest,Aire de saut,4.93301,45.70474
547,Collège Colette,Saint-Priest,Salle de lutte,4.94073,45.69181
548,Centre de Tir de Bron,Saint-Priest,Pas de tir à la cible,4.94267,45.71984
549,Complexe Sportif Pierre Mendès France,Saint-Priest,Bassin mixte de natation,4.95881,45.69325
550,Asptt Grand Lyon,Saint-Priest,Court de tennis,4.9327373,45.722104
551,Asptt Grand Lyon,Saint-Priest,Court de tennis,4.9327373,45.722104
552,Tennis,Saint-Symphorien-d'Ozon,Court de tennis,4.86882,45.63228
553,Salle Floralie,Saint-Symphorien-d'Ozon,Salle de danse,4.87175,45.63458
554,Batiment Henri Cochet,Saint-Symphorien-d'Ozon,Salle de tennis de table,4.85722,45.63405
555,Batiment Henri Cochet,Saint-Symphorien-d'Ozon,Dojo / Salle d'arts martiaux,4.85722,45.63405
556,Poney Club du Val de Saone,Sathonay-Camp,Manège,4.871622,45.831207
557,Complexe Sportif de Sathonay Village,Sathonay-Village,Court de tennis,4.871,45.83772
